Province,Month,Year,Region,Region Encode,Latitude,Longitude,Average Temperature,Max Temperature,Min Temperature,Total Precipitation,Relative Humidity,Wind Speed,Wind Direction,Surface Pressure,Solar Radiation,Soil Moisture
Bình Thuận,12,2021,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,11.1041572,108.1832931,24.28,29.47,19.13,0.23,82.49,4.11,50.9,99.33,16.36,0.78
Bình Thuận,1,2022,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,11.1041572,108.1832931,24.05,29.76,17.97,0.04,81.96,3.7,57.1,99.33,19.49,0.7
Bình Thuận,2,2022,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,11.1041572,108.1832931,25.51,31.24,21.1,0.17,77.65,4.94,60.5,99.23,19.23,0.62
Bình Thuận,3,2022,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,11.1041572,108.1832931,26.58,33.34,20.15,2.61,77.14,3.52,75.0,99.09,20.86,0.58
Bình Thuận,4,2022,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,11.1041572,108.1832931,27.07,34.01,21.04,2.61,78.03,3.27,82.9,99.08,20.2,0.57
Bình Thuận,5,2022,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,11.1041572,108.1832931,27.07,32.33,23.37,6.51,85.06,3.25,231.3,98.96,19.28,0.59
Bình Thuận,6,2022,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,11.1041572,108.1832931,27.02,30.94,23.26,4.38,85.79,2.65,248.0,98.95,21.72,0.62
Bình Thuận,7,2022,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,11.1041572,108.1832931,26.51,30.51,23.47,6.51,87.65,3.59,249.2,98.88,18.12,0.63
Bình Thuận,8,2022,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,11.1041572,108.1832931,26.21,30.3,22.26,5.97,87.8,3.54,256.7,98.94,18.93,0.69
Bình Thuận,9,2022,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,11.1041572,108.1832931,26.37,30.91,23.45,5.77,86.47,3.55,247.7,99.02,17.6,0.69
Bình Thuận,10,2022,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,11.1041572,108.1832931,26.03,30.58,21.64,5.38,85.29,2.71,62.4,99.08,15.42,0.73
Bình Thuận,11,2022,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,11.1041572,108.1832931,25.47,30.32,22.03,4.67,86.61,3.3,62.3,99.12,15.22,0.72
Bình Thuận,12,2022,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,11.1041572,108.1832931,24.21,29.46,18.01,3.59,81.69,4.22,47.6,99.21,16.61,0.75
Bình Thuận,1,2023,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,11.1041572,108.1832931,24.39,29.87,19.24,1.13,80.19,4.19,48.5,99.24,15.38,0.69
Bình Thuận,2,2023,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,11.1041572,108.1832931,25.28,31.58,19.36,0.04,75.31,4.63,56.8,99.28,20.34,0.63
Bình Thuận,3,2023,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,11.1041572,108.1832931,25.52,32.84,18.43,0.01,72.6,4.32,70.6,99.32,23.78,0.57
Bình Thuận,4,2023,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,11.1041572,108.1832931,28.37,35.55,23.41,0.13,74.3,3.3,107.4,99.06,21.23,0.53
Bình Thuận,5,2023,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,11.1041572,108.1832931,28.4,34.83,24.47,4.12,78.88,3.08,222.2,99.03,21.13,0.53
Bình Thuận,6,2023,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,11.1041572,108.1832931,26.95,30.31,24.57,7.72,87.46,3.43,256.5,98.98,19.53,0.58
Bình Thuận,7,2023,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,11.1041572,108.1832931,26.67,31.57,24.16,8.6,88.16,3.92,250.7,98.97,17.49,0.62
Bình Thuận,8,2023,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,11.1041572,108.1832931,26.93,30.66,23.18,5.38,87.42,3.97,255.1,99.01,21.78,0.67
Bình Thuận,9,2023,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,11.1041572,108.1832931,26.59,30.32,23.72,9.83,88.53,3.62,252.1,99.02,18.38,0.72
Bình Thuận,10,2023,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,11.1041572,108.1832931,26.95,31.4,24.16,4.93,86.27,2.4,236.5,99.2,17.68,0.79
Bình Thuận,11,2023,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,11.1041572,108.1832931,26.25,30.38,21.9,3.04,85.16,3.81,53.2,99.24,14.82,0.77
Bình Thuận,12,2023,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,11.1041572,108.1832931,25.56,30.54,21.36,1.36,82.86,4.48,52.0,99.32,16.77,0.73
Bình Định,1,2011,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,19.58,26.26,14.53,0.45,86.93,2.91,32.9,96.51,10.57,0.85
Bình Định,2,2011,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,20.81,30.59,13.63,0.15,82.64,1.88,55.3,96.38,17.17,0.8
Bình Định,3,2011,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,21.58,32.26,15.28,1.14,83.51,2.69,40.5,96.41,14.74,0.74
Bình Định,4,2011,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,23.96,35.42,15.64,0.09,79.88,1.79,57.7,96.25,19.39,0.7
Bình Định,5,2011,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,26.43,37.57,20.69,1.22,78.32,1.37,141.2,95.96,19.9,0.65
Bình Định,6,2011,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,27.01,36.7,21.95,0.49,74.37,1.76,237.0,95.71,17.76,0.63
Bình Định,7,2011,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,27.14,37.27,21.31,1.66,70.98,1.86,243.2,95.72,18.25,0.6
Bình Định,8,2011,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,26.99,36.71,21.31,0.77,72.78,1.72,231.9,95.82,18.32,0.59
Bình Định,9,2011,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,25.49,36.27,20.62,6.55,82.78,1.62,248.3,95.78,14.0,0.62
Bình Định,10,2011,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,23.91,32.39,20.15,8.83,87.62,1.97,41.9,96.14,12.05,0.7
Bình Định,11,2011,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,22.87,31.18,17.81,7.89,87.43,2.36,31.7,96.24,12.44,0.77
Bình Định,12,2011,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,20.05,26.86,14.28,2.67,88.6,3.14,30.6,96.51,8.53,0.78
Bình Định,1,2012,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,21.15,30.6,15.74,1.67,86.39,2.32,45.3,96.46,11.57,0.76
Bình Định,2,2012,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,22.18,35.28,14.5,0.73,83.1,2.03,52.6,96.3,16.5,0.73
Bình Định,3,2012,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,23.88,33.67,15.97,1.27,79.67,1.95,58.3,96.28,18.57,0.68
Bình Định,4,2012,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,25.87,36.05,18.7,2.5,78.76,1.41,140.1,96.11,20.09,0.68
Bình Định,5,2012,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,27.18,36.79,21.83,0.24,74.76,1.41,205.1,95.81,20.79,0.64
Bình Định,6,2012,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,26.77,35.0,21.77,1.12,73.4,2.19,244.4,95.63,17.14,0.61
Bình Định,7,2012,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,26.61,35.15,21.0,1.74,74.5,1.9,239.4,95.68,18.54,0.6
Bình Định,8,2012,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,27.14,36.53,21.93,1.32,69.9,2.04,247.1,95.72,17.0,0.58
Bình Định,9,2012,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,25.33,34.57,19.79,7.17,82.95,1.39,59.3,95.98,16.14,0.6
Bình Định,10,2012,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,24.23,33.32,17.16,2.97,83.18,1.97,49.1,96.23,15.36,0.66
Bình Định,11,2012,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,24.16,32.69,19.64,4.0,85.97,1.82,61.6,96.3,15.23,0.66
Bình Định,12,2012,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,22.59,31.13,15.17,1.27,83.56,2.34,46.7,96.42,13.64,0.66
Bình Định,1,2013,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,20.63,28.8,15.18,1.89,82.94,2.49,40.5,96.62,12.6,0.65
Bình Định,2,2013,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,22.72,33.57,16.5,1.1,80.15,2.37,53.7,96.48,17.24,0.62
Bình Định,3,2013,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,24.91,37.34,16.68,0.41,74.41,1.77,88.1,96.35,19.08,0.6
Bình Định,4,2013,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,26.86,40.72,20.56,0.64,73.66,1.66,100.7,96.1,18.57,0.58
Bình Định,5,2013,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,27.38,37.7,21.78,3.85,75.56,1.3,190.7,95.96,21.35,0.6
Bình Định,6,2013,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,26.9,37.2,20.92,0.89,74.24,1.55,219.0,95.73,18.27,0.59
Bình Định,7,2013,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,26.02,35.56,21.59,3.75,79.18,1.39,212.3,95.75,17.71,0.59
Bình Định,8,2013,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,26.37,35.57,20.75,1.77,74.93,2.05,244.0,95.72,14.79,0.6
Bình Định,9,2013,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,25.31,36.02,20.01,5.06,82.09,1.52,240.2,95.85,14.65,0.61
Bình Định,10,2013,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,23.45,31.93,17.88,7.54,85.28,2.08,38.3,96.23,13.09,0.7
Bình Định,11,2013,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,23.01,30.4,17.59,9.02,87.71,2.58,43.6,96.32,11.27,0.73
Bình Định,12,2013,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,19.28,28.48,13.14,0.22,83.57,2.57,30.8,96.53,11.42,0.74
Bình Định,1,2014,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,18.62,29.21,12.45,0.41,82.3,2.41,38.6,96.71,13.82,0.7
Bình Định,2,2014,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,20.79,33.95,13.62,0.02,79.26,1.86,60.7,96.44,18.61,0.66
Bình Định,3,2014,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,23.98,37.97,15.89,0.13,76.16,1.81,83.6,96.43,20.23,0.62
Bình Định,4,2014,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,26.77,38.57,19.58,0.45,71.7,1.49,106.9,96.2,20.64,0.59
Bình Định,5,2014,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,28.39,37.92,21.81,0.24,69.55,1.42,154.5,96.01,22.39,0.57
Bình Định,6,2014,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,28.69,38.31,22.54,0.12,63.55,1.94,242.8,95.68,16.9,0.55
Bình Định,7,2014,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,27.65,38.43,22.34,0.87,68.8,1.91,243.5,95.72,17.29,0.54
Bình Định,8,2014,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,27.72,38.52,21.25,1.86,67.74,1.82,223.4,95.9,19.14,0.54
Bình Định,9,2014,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,26.38,36.52,21.02,4.06,78.03,1.41,188.7,95.96,18.41,0.57
Bình Định,10,2014,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,24.32,34.33,19.1,7.43,84.31,1.95,44.1,96.28,16.02,0.62
Bình Định,11,2014,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,23.73,31.48,19.55,4.43,84.45,2.34,47.3,96.38,13.85,0.65
Bình Định,12,2014,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,21.11,29.63,13.32,6.94,88.27,2.87,34.7,96.57,9.39,0.71
Bình Định,1,2015,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,19.19,28.27,10.97,0.74,83.36,2.34,40.4,96.68,14.97,0.72
Bình Định,2,2015,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,20.88,33.28,13.55,0.2,80.54,2.03,64.8,96.6,17.56,0.68
Bình Định,3,2015,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,23.73,35.87,16.79,1.02,77.59,1.86,86.7,96.51,21.19,0.64
Bình Định,4,2015,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,25.83,38.93,16.31,0.56,72.96,1.89,74.7,96.29,21.74,0.61
Bình Định,5,2015,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,28.34,38.31,21.2,0.18,68.42,1.38,190.2,96.01,21.01,0.58
Bình Định,6,2015,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,28.35,38.88,22.17,0.48,66.21,1.81,217.7,95.88,20.23,0.56
Bình Định,7,2015,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,27.61,38.68,20.6,1.04,68.17,1.66,240.2,95.81,16.48,0.55
Bình Định,8,2015,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,27.85,38.88,21.68,1.19,70.37,1.54,226.3,95.87,19.47,0.55
Bình Định,9,2015,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,27.15,37.25,21.0,1.73,74.0,1.36,140.0,96.0,19.56,0.55
Bình Định,10,2015,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,25.37,35.72,18.86,2.47,78.26,1.66,52.3,96.34,17.77,0.56
Bình Định,11,2015,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,24.14,32.42,20.17,8.98,86.63,2.22,56.0,96.44,13.06,0.63
Bình Định,12,2015,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,22.32,30.76,16.32,4.29,86.29,2.38,43.0,96.65,13.18,0.66
Bình Định,1,2016,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,22.33,32.57,12.92,1.44,84.54,1.92,57.3,96.61,14.47,0.65
Bình Định,2,2016,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,21.06,33.57,13.23,0.6,80.05,2.62,41.5,96.76,15.56,0.63
Bình Định,3,2016,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,23.67,37.72,14.59,0.16,73.43,1.83,76.9,96.48,19.37,0.6
Bình Định,4,2016,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,27.81,41.3,18.61,0.45,67.36,1.43,135.1,96.14,21.19,0.57
Bình Định,5,2016,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,27.66,38.25,21.68,4.17,76.34,1.39,158.6,96.0,19.62,0.57
Bình Định,6,2016,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,26.57,35.75,21.23,5.09,79.72,1.51,229.8,95.93,18.94,0.6
Bình Định,7,2016,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,26.15,35.28,20.62,2.38,81.2,1.52,235.6,95.9,20.54,0.63
Bình Định,8,2016,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,25.72,36.41,21.56,9.85,85.44,2.0,244.9,95.65,17.43,0.66
Bình Định,9,2016,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,25.15,33.99,21.22,13.07,88.19,1.41,248.1,95.87,16.86,0.78
Bình Định,10,2016,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,24.58,32.44,19.75,10.45,89.1,1.33,45.8,96.0,13.94,0.89
Bình Định,11,2016,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,23.34,29.69,17.81,14.09,91.54,2.21,43.8,96.32,12.87,0.97
Bình Định,12,2016,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,21.91,27.28,16.31,17.38,93.04,2.8,37.9,96.41,8.29,0.99
Bình Định,1,2017,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,21.09,27.42,13.95,2.86,89.55,2.41,39.3,96.5,12.06,0.95
Bình Định,2,2017,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,20.72,30.67,12.52,2.74,86.41,2.28,38.8,96.6,15.5,0.93
Bình Định,3,2017,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,23.0,32.21,14.91,0.89,82.83,1.61,81.9,96.37,20.7,0.86
Bình Định,4,2017,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,25.42,37.7,18.6,2.08,81.33,1.42,89.5,96.22,20.24,0.81
Bình Định,5,2017,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,26.13,34.25,20.29,6.42,84.75,1.16,158.7,96.05,18.42,0.79
Bình Định,6,2017,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,25.89,33.66,21.44,3.48,85.25,1.59,240.3,95.89,20.5,0.81
Bình Định,7,2017,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,24.59,30.88,20.97,11.97,90.24,1.87,241.8,95.8,15.59,0.85
Bình Định,8,2017,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,25.64,33.92,21.33,5.96,86.88,1.57,237.3,95.84,19.13,0.91
Bình Định,9,2017,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,25.89,34.8,21.45,5.67,84.98,1.25,216.7,95.99,19.34,0.92
Bình Định,10,2017,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,24.11,32.68,19.86,10.43,88.76,1.77,36.7,96.12,14.14,0.95
Bình Định,11,2017,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,23.23,29.66,18.74,19.82,93.06,2.5,39.9,96.21,10.35,0.98
Bình Định,12,2017,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,20.51,27.71,12.44,5.49,89.69,2.98,33.6,96.53,9.68,0.97
Bình Định,1,2018,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,20.89,31.14,15.07,1.76,88.34,2.26,37.4,96.36,11.65,0.93
Bình Định,2,2018,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,19.83,31.18,9.86,0.19,84.04,2.04,38.6,96.59,17.66,0.88
Bình Định,3,2018,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,22.54,33.67,16.09,0.77,82.29,1.86,59.8,96.38,18.86,0.81
Bình Định,4,2018,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,24.58,35.93,16.93,1.67,80.14,1.66,75.7,96.25,21.02,0.75
Bình Định,5,2018,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,26.39,35.34,21.05,3.25,80.51,1.12,137.5,96.12,21.35,0.72
Bình Định,6,2018,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,24.83,33.14,20.22,12.3,87.54,2.19,247.2,95.81,16.64,0.8
Bình Định,7,2018,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,24.81,32.53,21.13,9.97,87.59,2.63,246.9,95.6,15.05,0.85
Bình Định,8,2018,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,24.67,31.29,21.1,9.9,87.95,2.68,248.4,95.63,15.14,0.91
Bình Định,9,2018,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,25.27,34.38,20.64,8.57,86.49,1.23,189.7,95.98,19.08,0.94
Bình Định,10,2018,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,23.61,33.77,17.32,9.33,87.49,1.93,43.8,96.38,17.22,0.96
Bình Định,11,2018,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,22.99,29.03,15.95,8.35,89.2,2.12,44.6,96.43,14.54,0.94
Bình Định,12,2018,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,22.42,28.79,17.18,6.98,90.54,2.55,39.9,96.49,11.11,0.96
Bình Định,1,2019,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,20.63,26.97,13.17,3.9,88.98,2.4,40.2,96.68,13.2,0.96
Bình Định,2,2019,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,22.0,32.09,15.39,0.02,84.14,1.56,88.5,96.6,21.0,0.9
Bình Định,3,2019,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,23.93,34.2,16.38,0.54,82.52,1.47,102.2,96.37,20.08,0.83
Bình Định,4,2019,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,26.3,36.48,19.39,0.93,78.46,1.29,129.9,96.16,22.39,0.76
Bình Định,5,2019,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,26.55,34.74,21.25,5.41,83.77,1.26,230.1,95.97,20.27,0.75
Bình Định,6,2019,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,26.31,34.85,21.42,4.63,84.9,1.83,237.8,95.85,21.82,0.76
Bình Định,7,2019,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,25.32,34.08,19.97,6.19,84.56,2.36,249.4,95.78,18.42,0.76
Bình Định,8,2019,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,25.1,32.99,20.88,9.75,87.84,2.32,246.5,95.68,16.16,0.82
Bình Định,9,2019,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,24.76,31.61,19.8,14.3,86.91,1.98,286.4,96.03,15.62,0.92
Bình Định,10,2019,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,24.29,33.08,19.68,13.83,87.83,2.02,51.7,96.28,15.58,0.95
Bình Định,11,2019,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,22.15,29.37,16.69,9.31,90.48,2.48,37.8,96.36,11.87,0.97
Bình Định,12,2019,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,20.13,27.68,13.53,0.45,87.16,2.49,33.3,96.62,13.31,0.93
Bình Định,1,2020,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,14.0779378,108.9898798,20.59,29.07,14.8,0.28,86.04,2.05,47.4,96.59,15.36,0.87
